id,title,overview,tagline,genres_str,genres_names,keywords_names,release_date,release_year,budget,revenue,runtime,popularity,vote_average,vote_count,production_companies_names,cast_names,original_language,status,combined_features
2155,Reindeer Games,"After assuming his dead cellmate's identity to get with his girlfriend, an ex-con finds himself the reluctant participant in a casino heist.",The trap is set. The game is on.,Thriller,['Thriller'],"['prison', 'robbery', 'role reversal', 'extramarital affair']",2000-02-25,2000.0,42000000,32168970,124.0,11.470135,5.4,173,"['Dimension Films', 'Marty Katz Productions']","['Ben Affleck', 'Gary Sinise', 'Charlize Theron', 'Dennis Farina', 'Donal Logue']",en,Released,thriller prison robbery role reversal extramarital affair ben affleck gary sinise charlize theron dimension films marty katz productions
8409,A Man Apart,"When Vetter's wife is killed in a botched hit organized by Diablo, he seeks revenge against those responsible. But in the process, Vetter and Hicks have to fight their way up the chain to get to Diablo but it's easier said than done when all Vetter can focus on is revenge.",Love changes a man. Revenge tears him apart.,Action|Drama,"['Action', 'Drama']","['repayment', 'arbitrary law', 'cop', 'loss of wife']",2003-04-04,2003.0,36000000,44350926,109.0,19.854932,5.8,258,"['New Line Cinema', 'Newman/Tooley Films', 'Joseph Nittolo Entertainment']","['Vin Diesel', 'Larenz Tate', 'Timothy Olyphant', 'Geno Silva', 'Jacqueline Obradors']",en,Released,action drama repayment arbitrary law cop loss of wife vin diesel larenz tate timothy olyphant new line cinema newman/tooley films
222936,Aloha,A celebrated military contractor returns to the site of his greatest career triumphs and re-connects with a long-ago love while unexpectedly falling for the hard-charging Air Force watchdog assigned to him.,Sometimes you have to say goodbye before you can say hello.,Drama|Comedy|Romance,"['Drama', 'Comedy', 'Romance']","['love triangle', 'hawaii', 'satellite', 'military', 'duringcreditsstinger', 'communication']",2015-05-27,2015.0,37000000,26250020,105.0,29.652536,5.2,692,"['Scott Rudin Productions', 'Vinyl Films']","['Bradley Cooper', 'Emma Stone', 'Rachel McAdams', 'Bill Murray', 'John Krasinski']",en,Released,drama comedy romance love triangle hawaii satellite military duringcreditsstinger bradley cooper emma stone rachel mcadams scott rudin productions vinyl films
48171,The Rite,"Seminary student Michael Kovak (Colin O'Donoghue) reluctantly attends exorcism school at the Vatican. While he’s in Rome, Michael meets an unorthodox priest, Father Lucas (Anthony Hopkins), who introduces him to the darker side of his faith, uncovering the devil’s reach even to one of the holiest places on Earth.",You can only defeat it when you believe.,Drama|Thriller|Horror,"['Drama', 'Thriller', 'Horror']","['vatican', 'violinist', 'hospital', 'miscarriage', 'exorcist', 'roman catholic', 'seminary', 'limp', 'toad', 'clergy']",2011-01-28,2011.0,37000000,96047633,114.0,11.492474,5.8,556,"['New Line Cinema', 'Contrafilm', 'Mid Atlantic Films']","['Anthony Hopkins', ""Colin O'Donoghue"", 'Alice Braga', 'Toby Jones', 'Ciarán Hinds']",en,Released,drama thriller horror vatican violinist hospital miscarriage exorcist anthony hopkins colin o'donoghue alice braga new line cinema contrafilm
782,Gattaca,"Science fiction drama about a future society in the era of indefinite eugenics where humans are set on a life course depending on their DNA. The young Vincent Freeman is born with a condition that would prevent him from space travel, yet he is determined to infiltrate the GATTACA space program.",There is no gene for the human spirit.,Thriller|Science Fiction|Mystery|Romance,"['Thriller', 'Science Fiction', 'Mystery', 'Romance']","['paraplegic', 'suicide attempt', 'cheating', 'dna', 'spaceman', 'new identity', 'heart disease', 'false identity', 'blood sample', 'biotechnology']",1997-09-07,1997.0,36000000,12532777,106.0,70.398356,7.5,1808,"['Columbia Pictures', 'Jersey Films']","['Ethan Hawke', 'Jude Law', 'Gore Vidal', 'Uma Thurman', 'Alan Arkin']",en,Released,thriller science fiction mystery romance paraplegic suicide attempt cheating dna spaceman ethan hawke jude law gore vidal columbia pictures jersey films
18785,The Hangover,"When three friends finally come to after a raucous night of bachelor-party revelry, they find a baby in the closet and a tiger in the bathroom. But they can't seem to locate their best friend, Doug – who's supposed to be tying the knot. Launching a frantic search for Doug, the trio perseveres through a nasty hangover to try to make it to the church on time.",Some guys just can't handle Vegas.,Comedy,['Comedy'],"['underwear', 'tiger', 'stag night', 'hangover', 'lost weekend', 'bag over head', 'chapel', 'hit with tire iron', 'memory loss', 'las vegas']",2009-06-05,2009.0,35000000,459270619,100.0,82.21166,7.2,6173,"['Legendary Pictures', 'Green Hat Films', 'Warner Bros.']","['Bradley Cooper', 'Ed Helms', 'Zach Galifianakis', 'Justin Bartha', 'Heather Graham']",en,Released,comedy underwear tiger stag night hangover lost weekend bradley cooper ed helms zach galifianakis legendary pictures green hat films
365222,Ip Man 3,"When a band of brutal gangsters led by a crooked property developer make a play to take over the city, Master Ip is forced to take a stand.",,Action|Drama|History,"['Action', 'Drama', 'History']",['biography'],2015-12-19,2015.0,36000000,156844753,105.0,19.167377,6.5,379,['Mandarin Films Distribution Co.'],"['Donnie Yen', 'Lynn Hung', 'Zhang Jin', 'Patrick Tam', 'Karena Ng']",cn,Released,action drama history biography donnie yen lynn hung zhang jin mandarin films distribution co.
817,Austin Powers: The Spy Who Shagged Me,"When diabolical genius, Dr. Evil travels back in time to steal superspy Austin Powers's ‘mojo’, Austin must return to the swingin' '60s himself – with the help of American agent, Felicity Shagwell – to stop the dastardly plan. Once there, Austin faces off against Dr. Evil's army of minions and saves the world in his own unbelievably groovy way.","I'm back, baby!",Adventure|Comedy|Crime|Science Fiction,"['Adventure', 'Comedy', 'Crime', 'Science Fiction']","['saving the world', 'moon', 'submarine', 'clone', 'spy', 'cia', 'showdown', 'android', 'usa president', 'exotic island']",1999-06-08,1999.0,33000000,310940086,95.0,18.316151,6.2,1011,"['New Line Cinema', ""Eric's Boy""]","['Mike Myers', 'Heather Graham', 'Michael York', 'Robert Wagner', 'Rob Lowe']",en,Released,adventure comedy crime science fiction saving the world moon submarine clone spy mike myers heather graham michael york new line cinema eric's boy
268,Batman,"The Dark Knight of Gotham City begins his war on crime with his first major enemy being the clownishly homicidal Joker, who has seized control of Gotham's underworld.",Have you ever danced with the devil in the pale moonlight?,Fantasy|Action,"['Fantasy', 'Action']","['double life', 'dc comics', 'dual identity', 'chemical', 'crime fighter', 'fictional place', 'gotham city', 'superhero', 'super powers']",1989-06-23,1989.0,35000000,411348924,126.0,44.104469,7.0,2096,"['PolyGram Filmed Entertainment', 'The Guber-Peters Company', 'Warner Bros.']","['Jack Nicholson', 'Michael Keaton', 'Kim Basinger', 'Michael Gough', 'Pat Hingle']",en,Released,fantasy action double life dc comics dual identity chemical crime fighter jack nicholson michael keaton kim basinger polygram filmed entertainment the guber-peters company
943,Lethal Weapon 3,"Archetypal buddy cops Riggs and Murtaugh are back for another round of high-stakes action, this time setting their collective sights on bringing down a former Los Angeles police lieutenant turned black market weapons dealer. Lorna Cole joins as the beautiful yet hardnosed internal affairs sergeant who catches Riggs's eye.",The magic is back again!,Adventure|Action|Comedy|Thriller|Crime,"['Adventure', 'Action', 'Comedy', 'Thriller', 'Crime']","['rookie cop', 'dog biscuit', 'shooting practice', 'sitting on a toilet', 'judo throw', 'police psychologist', 'buddy cop', 'firing range', 'aftercreditsstinger']",1992-05-15,1992.0,35000000,321731527,118.0,36.172182,6.4,811,"['Silver Pictures', 'Warner Bros.']","['Mel Gibson', 'Danny Glover', 'Joe Pesci', 'Rene Russo', 'Stuart Wilson']",en,Released,adventure action comedy thriller crime rookie cop dog biscuit shooting practice sitting on a toilet judo throw mel gibson danny glover joe pesci silver pictures warner bros.
22881,The Blind Side,"Oversized African-American, Michael Oher, the teen from across the tracks and a broken home, has nowhere to sleep at age 16. Taken in by an affluent Memphis couple, Michael embarks on a remarkable rise to play for the NFL.",Based on the extraordinary true story,Drama,['Drama'],"['american football', 'adoption', 'education', 'private school', 'sport', 'american football player', 'duringcreditsstinger']",2009-11-20,2009.0,29000000,309208309,129.0,25.767395,7.2,1597,"['Alcon Entertainment', 'Left Tackle Pictures', 'Zucker/Netter Productions']","['Sandra Bullock', 'Quinton Aaron', 'Kathy Bates', 'Tim McGraw', 'Jae Head']",en,Released,drama american football adoption education private school sport sandra bullock quinton aaron kathy bates alcon entertainment left tackle pictures
10054,Spy Kids,"Carmen and Juni think their parents are boring. Little do they know that in their day, Gregorio and Ingrid Cortez were the top secret agents from their respective countries. They gave up that life to raise their children. Now, the disappearances of several of their old colleagues forces the Cortez' return from retirement. What they didn't count on was Carmen and Juni joining the ""family business.""",Real spies...only smaller,Action|Comedy|Family|Adventure,"['Action', 'Comedy', 'Family', 'Adventure']","['double life', 'parents kids relationship', 'brother sister relationship', 'loss of parents', 'secret agent', 'robot']",2001-03-18,2001.0,35000000,147934180,88.0,21.543389,5.5,867,"['Dimension Films', 'Troublemaker Studios', 'Miramax']","['Alexa PenaVega', 'Daryl Sabara', 'Antonio Banderas', 'Carla Gugino', 'Alan Cumming']",en,Released,action comedy family adventure double life parents kids relationship brother sister relationship loss of parents secret agent alexa penavega daryl sabara antonio banderas dimension films troublemaker studios
51540,Horrible Bosses,"For Nick, Kurt and Dale, the only thing that would make the daily grind more tolerable would be to grind their intolerable bosses into dust. Quitting is not an option, so, with the benefit of a few-too-many drinks and some dubious advice from a hustling ex-con, the three friends devise a convoluted and seemingly foolproof plan to rid themselves of their respective employers... permanently.",Ever wish your boss was dead?,Comedy|Crime,"['Comedy', 'Crime']","['conspiracy of murder', 'bad boss', 'employee', 'death of father', 'stakeout', 'duringcreditsstinger']",2011-07-08,2011.0,35000000,117000000,98.0,50.309843,6.5,2277,"['New Line Cinema', 'Rat Entertainment']","['Jennifer Aniston', 'Jason Bateman', 'Charlie Day', 'Jason Sudeikis', 'Colin Farrell']",en,Released,comedy crime conspiracy of murder bad boss employee death of father stakeout jennifer aniston jason bateman charlie day new line cinema rat entertainment
44264,True Grit,"Following the murder of her father by hired hand Tom Chaney, 14-year-old farm girl Mattie Ross sets out to capture the killer. To aid her, she hires the toughest U.S. Marshal she can find, a man with ""true grit,"" Reuben J. ""Rooster"" Cogburn. Mattie insists on accompanying Cogburn, whose drinking, sloth, and generally reprobate character do not augment her faith in him. Against his wishes, she joins him in his trek into the Indian Nations in search of Chaney. They are joined by Texas Ranger LaBoeuf, who wants Chaney for his own purposes. The unlikely trio find danger and adventure on the journey, and each has his or her ""grit"" tested.",Punishment Comes One Way or Another.,Drama|Adventure|Western,"['Drama', 'Adventure', 'Western']","['loss of father', 'father murder', 'texas ranger', 'alcoholism', 'betrayal']",2010-12-22,2010.0,38000000,252276927,110.0,49.292384,7.2,1668,"['Paramount Pictures', 'Scott Rudin Productions', 'Mike Zoss Productions']","['Jeff Bridges', 'Matt Damon', 'Josh Brolin', 'Barry Pepper', 'Hailee Steinfeld']",en,Released,drama adventure western loss of father father murder texas ranger alcoholism betrayal jeff bridges matt damon josh brolin paramount pictures scott rudin productions
350,The Devil Wears Prada,The Devil Wears Prada is about a young journalist who moves to New York to work in the fashion industry. Her boss however is extremely demanding and cruel and won’t let her succeed if she doesn’t fit into the high class elegant look of their magazine when all she really wants to be a good journalist.,Meet Andy Sachs. A million girls would kill to have her job. She's not one of them.,Comedy|Drama|Romance,"['Comedy', 'Drama', 'Romance']","['paris', 'journalist', 'journalism', 'world of fasion', 'fashion journal', 'assistant', 'job entrant', 'job interview', 'editor-in-chief']",2006-06-30,2006.0,35000000,326551094,109.0,83.893257,7.0,3088,"['Twentieth Century Fox Film Corporation', 'Dune Entertainment', 'Major Studio Partners']","['Meryl Streep', 'Anne Hathaway', 'Emily Blunt', 'Stanley Tucci', 'Simon Baker']",en,Released,comedy drama romance paris journalist journalism world of fasion fashion journal meryl streep anne hathaway emily blunt twentieth century fox film corporation dune entertainment
109431,Identity Thief,"When a mild-mannered businessman learns his identity has been stolen, he hits the road in an attempt to foil the thief -- a trip that puts him in the path of a deceptively harmless-looking woman.",She's having the time of his life,Comedy|Crime,"['Comedy', 'Crime']",[],2013-02-07,2013.0,35000000,173965010,111.0,34.005726,5.6,1645,"['Stuber Productions', 'Aggregate Films', 'DumbDumb']","['Jason Bateman', 'Melissa McCarthy', 'Jon Favreau', 'Amanda Peet', 'T.I.']",en,Released,comedy crime jason bateman melissa mccarthy jon favreau stuber productions aggregate films
1598,Cape Fear,"Sam Bowden is a small-town corporate attorney. Max Cady is a tattooed, cigar-smoking, bible-quoting, psychotic rapist. What do they have in common? Fourteen years ago, Sam was a public defender assigned to Max Cady's rape trial, and he made a serious error: he hid a document from his illiterate client that could have gotten him acquitted. Now, the cagey, bibliophile Cady has been released, and he intends to teach Sam Bowden and his family a thing or two about loss.",There is nothing in the dark that isn't there in the light. Except fear.,Crime|Thriller,"['Crime', 'Thriller']","['prison', 'child abuse', 'rape', 'small town', 'daughter', 'police', 'revenge', 'lawyer', 'cigar smoking', 'fear']",1991-11-15,1991.0,35000000,182300000,128.0,27.714043,7.0,675,"['Universal Pictures', 'Amblin Entertainment', 'Cappa Productions']","['Robert De Niro', 'Nick Nolte', 'Jessica Lange', 'Juliette Lewis', 'Joe Don Baker']",en,Released,crime thriller prison child abuse rape small town daughter robert de niro nick nolte jessica lange universal pictures amblin entertainment
8065,21,"Ben Campbell is a young, highly intelligent, student at M.I.T. in Boston who strives to succeed. Wanting a scholarship to transfer to Harvard School of Medicine with the desire to become a doctor, Ben learns that he cannot afford the $300,000 for the four to five years of schooling as he comes from a poor, working-class background. But one evening, Ben is introduced by his unorthodox math professor Micky Rosa into a small but secretive club of five. Students Jill, Choi, Kianna, and Fisher, who are being trained by Professor Rosa of the skill of card counting at blackjack.",They proved the Vegas Blackjack System was beatable...by beating the hell out of it.,Drama|Crime,"['Drama', 'Crime']","['gambling', 'card game', 'professor', 'harvard university', 'cohabitant', 'college', 'girlfriend', 'studies', 'dormitory', 'friendship']",2008-03-27,2008.0,35000000,69823199,123.0,45.149948,6.5,1375,"['Columbia Pictures', 'Relativity Media']","['Jim Sturgess', 'Kevin Spacey', 'Kate Bosworth', 'Aaron Yoo', 'Liza Lapira']",en,Released,drama crime gambling card game professor harvard university cohabitant jim sturgess kevin spacey kate bosworth columbia pictures relativity media
271718,Trainwreck,"Having thought that monogamy was never possible, a commitment-phobic career woman may have to face her fears when she meets a good guy.",We All Know One.,Comedy,['Comedy'],"['alcohol', 'one-night stand']",2015-07-17,2015.0,35000000,140795793,125.0,72.774941,5.9,1181,"['Universal Pictures', 'Fuji Television Network', 'Dentsu']","['Amy Schumer', 'Bill Hader', 'Brie Larson', 'Colin Quinn', 'Vanessa Bayer']",en,Released,comedy alcohol one-night stand amy schumer bill hader brie larson universal pictures fuji television network
11638,Guess Who,"The fiancé of an African-American woman who's met with skepticism and suspicion from her father when she takes him home for the all-important introduction. As the wedding approaches, Dad must come to terms with his future son-in-law.",His house. His rules. Some in-laws were made to be broken.,Comedy|Romance,"['Comedy', 'Romance']","['black people', 'jealousy', 'parents-in-law', 'trouble', 'fiancée']",2005-03-25,2005.0,35000000,68915888,105.0,3.74263,5.5,225,"['Columbia Pictures', 'Regency Enterprises', '3 Arts Entertainment']","['Bernie Mac', 'Ashton Kutcher', 'Zoe Saldana', 'Judith Scott', 'Hal Williams']",en,Released,comedy romance black people jealousy parents-in-law trouble fiancée bernie mac ashton kutcher zoe saldana columbia pictures regency enterprises
409,The English Patient,"Beginning in the 1930s, ""The English Patient"" tells the story of Count Almásy who is a Hungarian map maker employed by the Royal Geographical Society to chart the vast expanses of the Sahara Desert along with several other prominent explorers. As World War II unfolds, Almásy enters into a world of love, betrayal, and politics that is later revealed in a series of flashbacks while Almásy is on his death bed after being horribly burned in a plane crash.","In love, there are no boundaries.",Drama|Romance|War,"['Drama', 'Romance', 'War']","['cairo', 'egypt', 'identity', 'amnesia', 'world war ii', 'burn', 'landmine', 'expedition', 'cave', 'sandstorm']",1996-11-14,1996.0,27000000,231976425,162.0,29.381878,7.0,542,"['Miramax Films', 'Tiger Moth Productions']","['Ralph Fiennes', 'Juliette Binoche', 'Willem Dafoe', 'Kristin Scott Thomas', 'Naveen Andrews']",en,Released,drama romance war cairo egypt identity amnesia world war ii ralph fiennes juliette binoche willem dafoe miramax films tiger moth productions
2118,L.A. Confidential,Three detectives in the corrupt and brutal L.A. police force of the 1950s use differing methods to uncover a conspiracy behind the shotgun slayings of the patrons at an all-night diner.,Everything is suspect... Everyone is for sale... And nothing is what it seems.,Crime|Drama|Mystery|Thriller,"['Crime', 'Drama', 'Mystery', 'Thriller']","['corruption', 'detective', 'shotgun', 'morgue', 'f word', 'domestic violence', 'corpse', 'crime', 'district attorney', 'bandage']",1997-09-19,1997.0,35000000,126216940,138.0,24.860326,7.7,1310,"['Regency Enterprises', 'Wolper Organization', 'Warner Bros.']","['Kevin Spacey', 'Guy Pearce', 'Danny DeVito', 'James Cromwell', 'Kim Basinger']",en,Released,crime drama mystery thriller corruption detective shotgun morgue f word kevin spacey guy pearce danny devito regency enterprises wolper organization
11459,Sky High,"Set in a world where superheroes are commonly known and accepted, young Will Stronghold, the son of the Commander and Jetstream, tries to find a balance between being a normal teenager and an extraordinary being.",Saving The World... One Homework Assignment At A Time.,Adventure|Comedy|Family,"['Adventure', 'Comedy', 'Family']","['hero', 'loyalty', 'mockery', 'supernatural powers', 'high school', 'mission', 'super powers', 'teen superheroes']",2005-07-29,2005.0,35000000,86369815,100.0,11.041659,5.8,550,"['Walt Disney Pictures', 'Gunn Films', 'Max Stronghold Productions Inc.']","['Michael Angarano', 'Kurt Russell', 'Kelly Preston', 'Danielle Panabaker', 'Kevin Heffernan']",en,Released,adventure comedy family hero loyalty mockery supernatural powers high school michael angarano kurt russell kelly preston walt disney pictures gunn films
10806,In & Out,A midwestern teacher questions his sexuality after a former student makes a comment about him at the Academy Awards.,An out-and-out comedy.,Comedy|Romance,"['Comedy', 'Romance']","['gay', 'homophobia', 'coming out', 'lgbt']",1997-09-10,1997.0,35000000,0,90.0,11.897925,6.3,177,"['Paramount Pictures', 'Spelling Films']","['Kevin Kline', 'Joan Cusack', 'Tom Selleck', 'Matt Dillon', 'Debbie Reynolds']",en,Released,comedy romance gay homophobia coming out lgbt kevin kline joan cusack tom selleck paramount pictures spelling films
9348,Species,"In 1993, the Search for Extra Terrestrial Intelligence Project receives a transmission detailing an alien DNA structure, along with instructions on how to splice it with human DNA. The result is Sil, a sensual but deadly creature who can change from a beautiful woman to an armour-plated killing machine in the blink of an eye.",Our time is up.,Science Fiction|Horror|Action,"['Science Fiction', 'Horror', 'Action']","['telepathy', 'dna', 'paranoia', 'genetics', 'instinct', 'femme fatale', 'alien', 'on the run', 'decapitation', 'sexual attraction']",1995-07-07,1995.0,35000000,113374103,108.0,23.607071,5.5,453,['Metro-Goldwyn-Mayer (MGM)'],"['Natasha Henstridge', 'Ben Kingsley', 'Michael Madsen', 'Alfred Molina', 'Forest Whitaker']",en,Released,science fiction horror action telepathy dna paranoia genetics instinct natasha henstridge ben kingsley michael madsen metro-goldwyn-mayer (mgm)
377,A Nightmare on Elm Street,"Teenagers in a small town are dropping like flies, apparently in the grip of mass hysteria causing their suicides. A cop's daughter, Nancy Thompson (Heather Langenkamp) traces the cause to child molester Fred Krueger (Robert Englund), who was burned alive by angry parents many years before. Krueger has now come back in the dreams of his killers' children, claiming their lives as his revenge. Nancy and her boyfriend, Glen (Johnny Depp), must devise a plan to lure the monster out of the realm of nightmares and into the real world...","If Nancy Doesn't Wake Up Screaming, She Won't Wake Up At All!",Horror,['Horror'],"['child murderer', 'sleep', 'nightmare', 'supernatural', 'slasher', 'teenager', 'trapped', 'alcoholic', 'boiler room', 'booby trap']",1984-11-14,1984.0,1800000,25504513,91.0,38.204158,7.2,1180,"['New Line Cinema', 'Smart Egg Pictures']","['John Saxon', 'Ronee Blakley', 'Heather Langenkamp', 'Amanda Wyss', 'Jsu Garcia']",en,Released,horror child murderer sleep nightmare supernatural slasher john saxon ronee blakley heather langenkamp new line cinema smart egg pictures
8843,The Cell,A psychotherapist journeys inside a comatose serial killer in the hopes of saving his latest victim.,Enter The Mind Of A Killer,Horror|Science Fiction|Thriller,"['Horror', 'Science Fiction', 'Thriller']","['drowning', 'therapist', 'virtual reality', 'serial killer', 'psychopathy', 'fbi agent']",2000-08-17,2000.0,33000000,104155843,107.0,25.413955,6.0,436,"['New Line Cinema', 'Avery Pix', 'Radical Media']","['Jennifer Lopez', ""Vincent D'Onofrio"", 'Vince Vaughn', 'Marianne Jean-Baptiste', 'Catherine Sutherland']",en,Released,horror science fiction thriller drowning therapist virtual reality serial killer psychopathy jennifer lopez vincent d'onofrio vince vaughn new line cinema avery pix
9313,The Man in the Iron Mask,"Years have passed since the Three Musketeers, Aramis, Athos and Porthos, have fought together with their friend, D'Artagnan. But with the tyrannical King Louis using his power to wreak havoc in the kingdom while his twin brother, Philippe, remains imprisoned, the Musketeers reunite to abduct Louis and replace him with Philippe.",For the honor of a king. And the destiny of a country. All for one.,Action|Adventure|Drama,"['Action', 'Adventure', 'Drama']","['france', 'swordplay', 'mask', 'musketeer']",1998-03-12,1998.0,0,0,132.0,28.98027,6.3,1018,['United Artists Corporation'],"['Leonardo DiCaprio', 'Jeremy Irons', 'Gérard Depardieu', 'Gabriel Byrne', 'John Malkovich']",en,Released,action adventure drama france swordplay mask musketeer leonardo dicaprio jeremy irons gérard depardieu united artists corporation
39486,Secretariat,"Housewife and mother Penny Chenery agrees to take over her ailing father's Virginia-based Meadow Stables, despite her lack of horse-racing knowledge. Against all odds, Chenery - with the help of veteran trainer Lucien Laurin - manages to navigate the male-dominated business, ultimately fostering the first Triple Crown winner in 25 years.",The Impossible True Story,Drama,['Drama'],"['horse race', 'horseback riding', 'biography']",2010-08-20,2010.0,35000000,60251371,123.0,9.525037,6.8,103,"['Walt Disney Pictures', 'Fast Track Productions', 'Mayhem Pictures']","['Diane Lane', 'John Malkovich', 'Scott Glenn', 'Dylan Walsh', 'Fred Dalton Thompson']",en,Released,drama horse race horseback riding biography diane lane john malkovich scott glenn walt disney pictures fast track productions
1273,TMNT,"After the defeat of their old arch nemesis, The Shredder, the Turtles have grown apart as a family. Struggling to keep them together, their rat sensei, Splinter, becomes worried when strange things begin to brew in New York City.",,Adventure|Animation|Comedy|Family,"['Adventure', 'Animation', 'Comedy', 'Family']","['new york', 'brother brother relationship', 'journalist', 'martial arts', 'crime fighter', 'secret identity', 'mutant', 'turtle', 'love', 'based on comic book']",2007-03-23,2007.0,34000000,95608995,90.0,18.39217,6.0,345,"['The Weinstein Company', 'Imagi Animation Studios', 'Warner Bros.']","['Chris Evans', 'Sarah Michelle Gellar', 'Mako', 'Kevin Smith', 'Patrick Stewart']",en,Released,adventure animation comedy family new york brother brother relationship journalist martial arts crime fighter chris evans sarah michelle gellar mako the weinstein company imagi animation studios
13920,Radio,"High school football coach, Harold Jones befriends Radio, a mentally-challenged man who becomes a student at T.L. Hanna High School in Anderson, South Carolina. Their friendship extends over several decades, where Radio transforms from a shy, tormented man into an inspiration to his community.",His courage made them champions.,Drama,['Drama'],"['biography', 'friendship', 'sport']",2003-10-24,2003.0,32000000,52277485,109.0,9.254647,6.8,141,"['Revolution Studios', 'Tollin/Robbins Productions']","['Cuba Gooding Jr.', 'Ed Harris', 'Alfre Woodard', 'S. Epatha Merkerson', 'Debra Winger']",en,Released,drama biography friendship sport cuba gooding jr. ed harris alfre woodard revolution studios tollin/robbins productions
50544,Friends with Benefits,"Jamie is a New York-based executive recruiter who entices Dylan, an art director from Los Angeles, to take a job at the New York office of GQ magazine. Finding that they have much in common, the two become fast friends. Feeling jaded by a number of broken romances, Dylan and Jamie decide that they are ready to quit looking for true love and focus on having fun. However, complications unfold when the two best pals add sex to their relationship.",Some friends come with a happy ending.,Romance|Comedy,"['Romance', 'Comedy']","['funeral', 'friends', 'hospital', 'aftercreditsstinger', 'duringcreditsstinger']",2011-07-21,2011.0,35000000,150483765,109.0,40.526587,6.5,2237,"['Castle Rock Entertainment', 'Screen Gems', 'Olive Bridge Entertainment']","['Justin Timberlake', 'Mila Kunis', 'Patricia Clarkson', 'Woody Harrelson', 'Nolan Gould']",en,Released,romance comedy funeral friends hospital aftercreditsstinger duringcreditsstinger justin timberlake mila kunis patricia clarkson castle rock entertainment screen gems
325133,Neighbors 2: Sorority Rising,A sorority moves in next door to the home of Mac and Kelly Radner who have a young child. The Radner's enlist their former nemeses from the fraternity to help battle the raucous sisters.,New neighbors.,Comedy,['Comedy'],"['alcohol', 'college', 'party', 'sequel', 'sorority', 'neighbor', 'family', 'fraternity', 'bathroom humor']",2016-05-04,2016.0,35000000,108758521,91.0,50.179171,5.6,1462,"['Universal Pictures', 'Perfect World Pictures', 'Point Grey Pictures']","['Seth Rogen', 'Rose Byrne', 'Zac Efron', 'Chloë Grace Moretz', 'Kiersey Clemons']",en,Released,comedy alcohol college party sequel sorority seth rogen rose byrne zac efron universal pictures perfect world pictures
140823,Saving Mr. Banks,Author P.L. Travers travels from London to Hollywood as Walt Disney Pictures adapts her novel Mary Poppins for the big screen.,"Where her book ended, their story began.",Comedy|Drama|History,"['Comedy', 'Drama', 'History']","['biography', 'animation', 'writer', 'moviemaking']",2013-11-16,2013.0,35000000,112544580,125.0,31.957947,7.3,1226,"['Walt Disney Pictures', 'BBC Films', 'Ruby Films']","['Emma Thompson', 'Tom Hanks', 'Paul Giamatti', 'Colin Farrell', 'Ruth Wilson']",en,Released,comedy drama history biography animation writer moviemaking emma thompson tom hanks paul giamatti walt disney pictures bbc films
1883,Malcolm X,The biopic of the controversial and influential Black Nationalist leader.,,Drama|History,"['Drama', 'History']","['islam', 'new york', 'prison', 'assassination', 'ku klux klan', 'muslim', 'police brutality', 'beach', 'koran', 'jail guard']",1992-11-18,1992.0,34000000,48169908,202.0,19.822791,7.2,370,"['JVC Entertainment', '40 Acres & A Mule Filmworks', 'Warner Bros.']","['Denzel Washington', 'Angela Bassett', 'Albert Hall', 'Al Freeman, Jr.', 'Delroy Lindo']",en,Released,drama history islam new york prison assassination ku klux klan denzel washington angela bassett albert hall jvc entertainment 40 acres & a mule filmworks
89492,This Is 40,"Pete and Debbie are both about to turn 40, their kids hate each other, both of their businesses are failing, they're on the verge of losing their house, and their relationship is threatening to fall apart.",The sort-of sequel to 'Knocked Up',Comedy,['Comedy'],"['wife husband relationship', 'children', 'family relationships', 'duringcreditsstinger']",2012-12-20,2012.0,35000000,88058786,134.0,38.429648,5.6,896,['Apatow Productions'],"['Paul Rudd', 'Leslie Mann', 'Jason Segel', 'Maude Apatow', 'Megan Fox']",en,Released,comedy wife husband relationship children family relationships duringcreditsstinger paul rudd leslie mann jason segel apatow productions
22949,Old Dogs,"Charlie and Dan have been best friends and business partners for thirty years; their Manhattan public relations firm is on the verge of a huge business deal with a Japanese company. With two weeks to sew up the contract, Dan gets a surprise: a woman he married on a drunken impulse nearly nine years before (annulled the next day) shows up to tell him he's the father of her twins, now seven, and she'll be in jail for 14 days for a political protest. Dan volunteers to keep the tykes, although he's up tight and clueless. With Charlie's help is there any way they can be dad and uncle, meet the kids' expectations, and still land the account?",Life is Not Child-Proof.,Comedy|Family,"['Comedy', 'Family']","['japanese', 'camp', 'best friend', 'co-worker', 'kids', 'duringcreditsstinger', 'sports marketing firm']",2009-11-24,2009.0,35000000,92219310,88.0,13.707843,5.2,210,"['Walt Disney Pictures', 'Tapestry Films']","['Robin Williams', 'John Travolta', 'Seth Green', 'Justin Long', 'Matt Dillon']",en,Released,comedy family japanese camp best friend co-worker kids robin williams john travolta seth green walt disney pictures tapestry films
